,City,State,Type,Population [2011],Sex Ratio,Median Age,Avg Temp,SWM,Toilets Avl,Water Purity,H Index,Female Population,# of hospitals,Foreign Visitors,Covid Cases
362,Faridkot,Punjab,MCl,85435.0,894.0,27.0,37.0,HIGH,72.0,150.5082508250825,0.4988285623183961,76378.89,10.0,242367.0,1775
363,Saunda,Jharkhand,CT,85075.0,899.0,29.0,36.0,MEDIUM,88.0,150.5082508250825,0.4988285623183961,76482.425,27.0,167785.0,2605
364,Dhoraji,Gujarat,M,84545.0,864.0,23.0,30.0,LOW,70.0,150.5082508250825,0.4988285623183961,73046.88,14.0,284973.0,1985
365,Paramakudi,Tamil Nadu,M,84321.0,902.0,28.0,30.0,HIGH,61.0,150.5082508250825,0.4988285623183961,76057.542,18.0,4684707.0,2523
366,Balaghat,Madhya Pradesh,M,84261.0,928.0,23.0,27.0,HIGH,91.0,150.5082508250825,0.4988285623183961,78194.208,17.0,421365.0,472
367,Sujangarh,Rajasthan,M,83846.0,865.0,29.0,40.0,MEDIUM,91.0,150.5082508250825,0.4988285623183961,72526.79000000001,22.0,1475311.0,2506
368,Khambhat,Gujarat,M,83715.0,841.0,24.0,34.0,LOW,51.0,150.5082508250825,0.4988285623183961,70404.315,14.0,284973.0,2016
369,Muktsar,Punjab,MCl,83655.0,870.0,24.0,38.0,MEDIUM,60.0,150.5082508250825,0.4988285623183961,72779.85,15.0,242367.0,2086
370,Rajpura,Punjab,MCl,82956.0,883.0,28.0,34.0,HIGH,86.0,150.5082508250825,0.4988285623183961,73250.148,13.0,242367.0,2470
371,Kavali,Andhra Pradesh,M,82336.0,927.0,23.0,30.0,LOW,58.0,150.5082508250825,0.4988285623183961,76325.472,14.0,237854.0,2130
372,Dhamtari,Chhattisgarh,M,82111.0,963.0,26.0,29.0,HIGH,99.0,150.5082508250825,0.4988285623183961,79072.89300000001,26.0,6394.0,2502
373,Ashok Nagar,Madhya Pradesh,M,81828.0,918.0,25.0,36.0,LOW,75.0,150.5082508250825,0.4988285623183961,75118.104,28.0,421365.0,2293
374,Sardarshahar,Rajasthan,M,81394.0,861.0,23.0,31.0,LOW,90.0,150.5082508250825,0.4988285623183961,70080.23400000001,11.0,1475311.0,1978
375,Bargarh,Odisha,M,80625.0,953.0,26.0,39.0,HIGH,55.0,150.5082508250825,0.4988285623183961,76835.625,23.0,66971.0,4038
376,Kamareddy,Telangana,M,80315.0,938.0,26.0,33.0,LOW,57.0,150.5082508250825,0.4988285623183961,75335.47,16.0,126078.0,2820
377,Sahibganj,Jharkhand,M,80154.0,891.0,25.0,36.0,HIGH,57.0,150.5082508250825,0.4988285623183961,71417.21399999999,25.0,167785.0,2225
378,Cooch Behar,West Bengal,M,79885.0,945.0,27.0,35.0,MEDIUM,50.0,150.5082508250825,0.4988285623183961,75491.32500000001,20.0,1489500.0,4025
379,Kothagudem,Telangana,M,79819.0,926.0,23.0,35.0,LOW,63.0,150.5082508250825,0.4988285623183961,73912.394,30.0,126078.0,2128
380,Ramanagaram,Karnataka,CMC,79394.0,931.0,24.0,29.0,LOW,92.0,150.5082508250825,0.4988285623183961,73915.814,29.0,636502.0,2232
381,Gokak,Karnataka,CMC,79121.0,946.0,29.0,28.0,LOW,89.0,150.5082508250825,0.4988285623183961,74848.466,18.0,636502.0,2741
382,Tikamgarh,Madhya Pradesh,M,79106.0,925.0,25.0,28.0,LOW,86.0,150.5082508250825,0.4988285623183961,73173.04999999999,15.0,421365.0,525
383,Araria,Bihar,NP,79021.0,921.0,24.0,30.0,MEDIUM,100.0,150.5082508250825,0.4988285623183961,72778.341,17.0,923737.0,2208
384,Rishikesh,Uttarakhand,UA,78805.0,835.0,23.0,11.0,LOW,85.0,150.5082508250825,0.4988285623183961,65802.175,13.0,105882.0,1919
385,Shahdol,Madhya Pradesh,M,78624.0,923.0,26.0,31.0,MEDIUM,73.0,150.5082508250825,0.4988285623183961,72569.95199999999,26.0,421365.0,779
386,Medininagar (Daltonganj),Jharkhand,NP,78396.0,897.0,23.0,31.0,HIGH,99.0,150.5082508250825,0.4988285623183961,70321.212,26.0,167785.0,2061
387,Arakkonam,Tamil Nadu,M,78395.0,902.0,24.0,31.0,LOW,75.0,150.5082508250825,0.4988285623183961,70712.29,27.0,4684707.0,2163
388,Washim,Maharashtra,MCl,78387.0,871.0,25.0,33.0,HIGH,69.0,150.5082508250825,0.4988285623183961,68275.077,12.0,4408916.0,2175
389,Sangrur,Punjab,MCl,77989.0,872.0,25.0,28.0,MEDIUM,96.0,150.5082508250825,0.4988285623183961,68006.40800000001,13.0,242367.0,2600
390,Bodhan,Telangana,M,77553.0,933.0,28.0,25.0,HIGH,94.0,150.5082508250825,0.4988285623183961,72356.949,30.0,126078.0,2610
391,Fazilka,Punjab,MCl,76492.0,874.0,23.0,39.0,MEDIUM,77.0,150.5082508250825,0.4988285623183961,66854.008,22.0,242367.0,1277
392,Keshod,Gujarat,M,76193.0,841.0,26.0,29.0,HIGH,85.0,150.5082508250825,0.4988285623183961,64078.312999999995,27.0,284973.0,2184
393,Chintamani,Karnataka,CMC,76068.0,952.0,28.0,40.0,MEDIUM,70.0,150.5082508250825,0.4988285623183961,72416.736,15.0,636502.0,2663
394,Sullurpeta,Andhra Pradesh,M,75925.0,912.0,24.0,38.0,LOW,56.0,150.5082508250825,0.4988285623183961,69243.59999999999,27.0,237854.0,2187
395,Wadhwan,Gujarat,M,75755.0,851.0,26.0,26.0,LOW,93.0,150.5082508250825,0.4988285623183961,64467.505,17.0,284973.0,2210
396,Gurdaspur,Punjab,MCl,75549.0,881.0,25.0,30.0,LOW,75.0,150.5082508250825,0.4988285623183961,66558.66900000001,10.0,242367.0,3598
397,Vatakara,Kerala,M,75295.0,971.0,28.0,26.0,MEDIUM,53.0,150.5082508250825,0.4988285623183961,73111.445,26.0,977479.0,2716
398,Tura,Meghalaya,M,74858.0,991.0,29.0,7.0,LOW,54.0,150.5082508250825,0.4988285623183961,74184.278,26.0,8027.0,2871
399,Narnaul,Haryana,MCl,74581.0,843.0,23.0,36.0,LOW,61.0,150.5082508250825,0.4988285623183961,62871.783,22.0,303118.0,1937
400,Kharar,Punjab,MCl,74460.0,872.0,28.0,33.0,MEDIUM,50.0,150.5082508250825,0.4988285623183961,64929.119999999995,14.0,242367.0,2439
401,Yadgir,Karnataka,CMC,74294.0,945.0,27.0,28.0,LOW,97.0,150.5082508250825,0.4988285623183961,70207.83,16.0,636502.0,2549
402,Ambejogai,Maharashtra,MCl,73975.0,880.0,27.0,27.0,MEDIUM,65.0,150.5082508250825,0.4988285623183961,65097.99999999999,22.0,4408916.0,2374
403,Ankleshwar,Gujarat,M,73928.0,849.0,28.0,35.0,HIGH,92.0,150.5082508250825,0.4988285623183961,62764.871999999996,10.0,284973.0,2375
404,Savarkundla,Gujarat,M,73774.0,860.0,25.0,38.0,LOW,91.0,150.5082508250825,0.4988285623183961,63445.64,11.0,284973.0,2148
405,Paradip,Odisha,NAC,73625.0,949.0,25.0,30.0,HIGH,96.0,150.5082508250825,0.4988285623183961,69870.125,29.0,66971.0,2370
406,Virudhachalam,Tamil Nadu,M,73585.0,923.0,28.0,26.0,LOW,75.0,150.5082508250825,0.4988285623183961,67918.95499999999,13.0,4684707.0,2582
407,Taliparamba,Kerala,M,72465.0,966.0,30.0,25.0,LOW,88.0,150.5082508250825,0.4988285623183961,70001.19,26.0,977479.0,2895
408,Manmad,Maharashtra,MCl,72401.0,890.0,28.0,40.0,LOW,84.0,150.5082508250825,0.4988285623183961,64436.89,11.0,4408916.0,2490
409,Tanuku,Andhra Pradesh,M,72348.0,905.0,26.0,31.0,MEDIUM,98.0,150.5082508250825,0.4988285623183961,65474.94,18.0,237854.0,2351
410,Rayachoti,Andhra Pradesh,CT,72297.0,914.0,24.0,33.0,HIGH,76.0,150.5082508250825,0.4988285623183961,66079.458,24.0,237854.0,2192
411,Virudhunagar,Tamil Nadu,M,72296.0,902.0,27.0,35.0,LOW,74.0,150.5082508250825,0.4988285623183961,65210.992000000006,22.0,4684707.0,13576
412,Koyilandy,Kerala,M,71873.0,967.0,31.0,36.0,LOW,100.0,150.5082508250825,0.4988285623183961,69501.191,18.0,977479.0,2995
413,Jorhat,Assam,MB,71782.0,916.0,27.0,5.0,HIGH,100.0,150.5082508250825,0.4988285623183961,65752.31199999999,23.0,24720.0,2471
414,Karur,Tamil Nadu,M,70980.0,920.0,24.0,37.0,LOW,82.0,150.5082508250825,0.4988285623183961,65301.600000000006,26.0,4684707.0,2053
415,Valparai,Tamil Nadu,M,70859.0,911.0,24.0,40.0,LOW,74.0,150.5082508250825,0.4988285623183961,64552.54899999999,16.0,4684707.0,2184
416,Srikalahasti,Andhra Pradesh,M,70854.0,905.0,27.0,35.0,HIGH,77.0,150.5082508250825,0.4988285623183961,64122.87,15.0,237854.0,2441
417,Neyyattinkara,Kerala,M,70850.0,972.0,30.0,35.0,HIGH,53.0,150.5082508250825,0.4988285623183961,68866.2,20.0,977479.0,2913
418,Bapatla,Andhra Pradesh,M,70777.0,889.0,29.0,38.0,MEDIUM,100.0,150.5082508250825,0.4988285623183961,62920.753000000004,19.0,237854.0,2576
419,Fatehabad,Haryana,M Cl,70777.0,828.0,23.0,36.0,LOW,93.0,150.5082508250825,0.4988285623183961,58603.356,24.0,303118.0,1902
420,Malout,Punjab,MCl,70765.0,884.0,23.0,31.0,LOW,64.0,150.5082508250825,0.4988285623183961,62556.26,24.0,242367.0,2031
421,Sankarankovil,Tamil Nadu,M,70574.0,916.0,28.0,25.0,HIGH,90.0,150.5082508250825,0.4988285623183961,64645.784,28.0,4684707.0,2562
422,Tenkasi,Tamil Nadu,M,70545.0,921.0,26.0,33.0,LOW,63.0,150.5082508250825,0.4988285623183961,64971.945,30.0,4684707.0,6092
423,Ratnagiri,Maharashtra,MCl,70383.0,873.0,27.0,26.0,LOW,62.0,150.5082508250825,0.4988285623183961,61444.359,28.0,4408916.0,2355
424,Rabkavi Banhatti,Karnataka,CMC,70248.0,930.0,24.0,30.0,LOW,71.0,150.5082508250825,0.4988285623183961,65330.64000000001,12.0,636502.0,2230
425,Sikandrabad,Uttar Pradesh,MB,69867.0,875.0,25.0,34.0,LOW,74.0,150.5082508250825,0.4988285623183961,61133.62500000001,25.0,3104060.0,2185
426,Chaibasa,Jharkhand,NPP,69565.0,910.0,28.0,38.0,HIGH,89.0,150.5082508250825,0.4988285623183961,63304.15,10.0,167785.0,2546
427,Chirmiri,Chhattisgarh,M.Corp,69307.0,957.0,26.0,40.0,LOW,93.0,150.5082508250825,0.4988285623183961,66326.799,14.0,6394.0,2486
428,Palwancha,Telangana,M,69088.0,927.0,25.0,35.0,HIGH,74.0,150.5082508250825,0.4988285623183961,64044.575999999994,15.0,126078.0,2315
429,Bhawanipatna,Odisha,M,69045.0,940.0,28.0,30.0,HIGH,62.0,150.5082508250825,0.4988285623183961,64902.3,13.0,66971.0,2630
430,Kayamkulam,Kerala,M,68634.0,973.0,30.0,26.0,MEDIUM,74.0,150.5082508250825,0.4988285623183961,66780.882,27.0,977479.0,2916
431,Pithampur,Madhya Pradesh,NP,68080.0,923.0,29.0,30.0,HIGH,81.0,150.5082508250825,0.4988285623183961,62837.84,29.0,421365.0,2674
432,Nabha,Punjab,MCl,67972.0,887.0,29.0,25.0,HIGH,81.0,150.5082508250825,0.4988285623183961,60291.164,10.0,242367.0,2570
433,"Shahabad, Hardoi",Uttar Pradesh,MB,67751.0,883.0,23.0,34.0,LOW,66.0,150.5082508250825,0.4988285623183961,59824.133,13.0,3104060.0,2029
434,Dhenkanal,Odisha,M,67414.0,955.0,25.0,27.0,MEDIUM,61.0,150.5082508250825,0.4988285623183961,64380.37,22.0,66971.0,2398
435,Uran Islampur,Maharashtra,MCl,67391.0,892.0,28.0,26.0,MEDIUM,71.0,150.5082508250825,0.4988285623183961,60112.772000000004,16.0,4408916.0,2495
436,Gopalganj,Bihar,NP,67339.0,922.0,23.0,38.0,LOW,63.0,150.5082508250825,0.4988285623183961,62086.558,11.0,923737.0,2119
437,Bongaigaon City,Assam,MB,67322.0,891.0,27.0,10.0,LOW,58.0,150.5082508250825,0.4988285623183961,59983.902,14.0,24720.0,2403
438,Palani,Tamil Nadu,M,67231.0,906.0,27.0,25.0,LOW,70.0,150.5082508250825,0.4988285623183961,60911.28599999999,23.0,4684707.0,2444
439,Pusad,Maharashtra,MCl,67116.0,883.0,27.0,29.0,HIGH,51.0,150.5082508250825,0.4988285623183961,59263.428,30.0,4408916.0,2382
440,Sopore,Jammu and Kashmir,UA,66963.0,906.0,28.0,15.0,HIGH,93.0,150.5082508250825,0.4988285623183961,60668.477999999996,27.0,58568.0,2534
441,Pilkhuwa,Uttar Pradesh,MB,66907.0,863.0,23.0,28.0,MEDIUM,54.0,150.5082508250825,0.4988285623183961,57740.740999999995,17.0,3104060.0,1983
442,Tarn Taran,Punjab,MCl,66847.0,887.0,25.0,25.0,MEDIUM,72.0,150.5082508250825,0.4988285623183961,59293.289,23.0,242367.0,1103
443,Renukoot,Uttar Pradesh,UA,66597.0,880.0,26.0,34.0,LOW,88.0,150.5082508250825,0.4988285623183961,58605.35999999999,28.0,3104060.0,2286
444,Mandamarri,Telangana,M,66596.0,926.0,25.0,33.0,MEDIUM,86.0,150.5082508250825,0.4988285623183961,61667.896,24.0,126078.0,2313
445,Shahabad,Karnataka,UA,66550.0,932.0,28.0,25.0,MEDIUM,89.0,150.5082508250825,0.4988285623183961,62024.6,10.0,636502.0,2607
446,Barbil,Odisha,M,66540.0,959.0,27.0,39.0,HIGH,99.0,150.5082508250825,0.4988285623183961,63811.86000000001,17.0,66971.0,2587
447,Koratla,Telangana,M,66504.0,932.0,27.0,29.0,MEDIUM,67.0,150.5082508250825,0.4988285623183961,61981.728,14.0,126078.0,2514
448,Madhubani,Bihar,M,66340.0,924.0,28.0,37.0,MEDIUM,91.0,150.5082508250825,0.4988285623183961,61298.16,22.0,923737.0,2585
449,Arambagh,West Bengal,M,66175.0,948.0,29.0,37.0,MEDIUM,79.0,150.5082508250825,0.4988285623183961,62733.899999999994,12.0,1489500.0,2747
450,Puliyankudi,Tamil Nadu,M,66000.0,910.0,25.0,36.0,LOW,65.0,150.5082508250825,0.4988285623183961,60060.0,23.0,4684707.0,2273
451,Gohana,Haryana,MC,65708.0,843.0,27.0,34.0,MEDIUM,59.0,150.5082508250825,0.4988285623183961,55391.844,21.0,303118.0,2274
452,Ladnu,Rajasthan,M,65575.0,862.0,24.0,30.0,HIGH,82.0,150.5082508250825,0.4988285623183961,56525.65,19.0,1475311.0,2067
453,Pattukkottai,Tamil Nadu,M,65533.0,916.0,24.0,27.0,MEDIUM,61.0,150.5082508250825,0.4988285623183961,60028.228,26.0,4684707.0,2196
454,Sirsi,Karnataka,UA,65335.0,952.0,27.0,30.0,MEDIUM,56.0,150.5082508250825,0.4988285623183961,62198.91999999999,27.0,636502.0,2568
455,Sircilla,Telangana,M,65314.0,935.0,24.0,30.0,MEDIUM,75.0,150.5082508250825,0.4988285623183961,61068.59,13.0,126078.0,2242
456,Tamluk,West Bengal,M,65306.0,946.0,25.0,26.0,LOW,97.0,150.5082508250825,0.4988285623183961,61779.475999999995,26.0,1489500.0,2363
457,Jagraon,Punjab,MCl,65240.0,899.0,27.0,29.0,HIGH,79.0,150.5082508250825,0.4988285623183961,58650.759999999995,11.0,242367.0,2425
458,Alirajpur,Madhya Pradesh,M,65232.0,930.0,25.0,25.0,MEDIUM,98.0,150.5082508250825,0.4988285623183961,60665.76,21.0,421365.0,2323
459,Alipurduar,West Bengal,M,65232.0,957.0,27.0,29.0,LOW,62.0,150.5082508250825,0.4988285623183961,62427.024,13.0,1489500.0,3076
460,Tandur,Telangana,M,65115.0,924.0,29.0,28.0,MEDIUM,54.0,150.5082508250825,0.4988285623183961,60166.259999999995,26.0,126078.0,2677
461,Naidupet,Andhra Pradesh,M,65000.0,902.0,23.0,36.0,LOW,85.0,150.5082508250825,0.4988285623183961,58630.0,23.0,237854.0,2073
462,Tiruppur,Tamil Nadu,UA,64725.0,911.0,23.0,31.0,LOW,65.0,143.0,0.43558892227907553,58964.0,14.0,4684707.0,4066
463,Tirupathur,Tamil Nadu,M,64125.0,922.0,25.0,33.0,HIGH,82.0,105.0,0.5073631387699299,59123.0,10.0,4684707.0,3506
464,Tohana,Haryana,MC,63871.0,842.0,28.0,34.0,MEDIUM,68.0,152.0,0.19366687035402674,53779.0,23.0,303118.0,2355
465,Chikkaballapur,Karnataka,CMC,63652.0,934.0,24.0,38.0,LOW,61.0,159.0,0.04815377138356658,59451.0,11.0,636502.0,2240
466,Ratangarh,Rajasthan,M,63486.0,855.0,29.0,32.0,HIGH,58.0,154.0,0.21072251795403452,54281.0,27.0,1475311.0,2477
467,Dhubri,Assam,MB,63388.0,888.0,24.0,9.0,MEDIUM,89.0,130.0,0.09651362357860926,56289.0,15.0,24720.0,2129
468,Masaurhi,Bihar,N.Pd,63248.0,928.0,24.0,25.0,LOW,72.0,175.0,0.6986580171744073,58694.0,29.0,923737.0,2225
469,Visnagar,Gujarat,M,63073.0,843.0,26.0,26.0,MEDIUM,67.0,148.0,0.3290437346828593,53171.0,15.0,284973.0,2190
470,Vrindavan,Uttar Pradesh,MB,63005.0,865.0,24.0,35.0,HIGH,80.0,109.0,0.9389646122396365,54499.0,26.0,3104060.0,2074
471,Nokha,Rajasthan,M,62699.0,872.0,29.0,31.0,LOW,52.0,156.0,0.27504460220567206,54674.0,29.0,1475311.0,2526
472,Nagari,Andhra Pradesh,M,62253.0,913.0,23.0,32.0,HIGH,65.0,118.0,0.9139428390921303,56837.0,24.0,237854.0,2098
473,Chidambaram,Tamil Nadu,T,62153.0,907.0,29.0,34.0,LOW,74.0,143.0,0.4389866499734172,56373.0,13.0,4684707.0,2628
474,Narwana,Haryana,MCl,62090.0,829.0,29.0,35.0,LOW,79.0,148.0,0.23788143482288682,51473.0,19.0,303118.0,2402
475,Ramanathapuram,Tamil Nadu,M,62050.0,920.0,26.0,30.0,MEDIUM,62.0,148.0,0.16549632347048537,57086.0,10.0,4684707.0,5132
476,Ujhani,Uttar Pradesh,NPP,62039.0,865.0,25.0,39.0,HIGH,70.0,110.0,0.7179555853383478,53664.0,16.0,3104060.0,2160
477,Samastipur,Bihar,UA,61998.0,914.0,26.0,35.0,HIGH,65.0,199.0,0.697652842578673,56666.0,12.0,923737.0,2374
478,Laharpur,Uttar Pradesh,NPP,61990.0,886.0,27.0,30.0,MEDIUM,65.0,164.0,0.8690222934728967,54923.0,13.0,3104060.0,2390
479,Sangamner,Maharashtra,MCl,61958.0,884.0,29.0,26.0,LOW,52.0,186.0,0.7940479022624629,54771.0,26.0,4408916.0,2561
480,Nimbahera,Rajasthan,M,61949.0,871.0,28.0,26.0,LOW,95.0,199.0,0.7786541018653481,53958.0,29.0,1475311.0,2436
481,Siddipet,Telangana,M,61809.0,926.0,27.0,36.0,LOW,57.0,162.0,0.23473135884642726,57235.0,11.0,126078.0,3151
482,Suri,West Bengal,M,61806.0,949.0,29.0,40.0,LOW,85.0,149.0,0.19196520534520944,58654.0,22.0,1489500.0,2750
483,Diphu,Assam,TC,61797.0,889.0,29.0,7.0,HIGH,95.0,124.0,0.08614289175734613,54938.0,26.0,24720.0,2576
484,Jhargram,West Bengal,M,61712.0,946.0,27.0,27.0,HIGH,75.0,179.0,0.6580507163968787,58380.0,20.0,1489500.0,334
485,Shirpur-Warwade,Maharashtra,MCl,61694.0,872.0,28.0,28.0,MEDIUM,87.0,155.0,0.9460335500386983,53797.0,14.0,4408916.0,2439
486,Thrippunithura,Kerala,M,61632.0,968.0,30.0,37.0,HIGH,98.0,188.0,0.7468291045718116,59660.0,10.0,977479.0,2901
487,Thrissur,Kerala,M,61632.0,967.0,32.0,30.0,HIGH,53.0,167.0,0.900663223567237,59598.0,13.0,977479.0,3092
488,Tilhar,Uttar Pradesh,NPP,61444.0,872.0,27.0,28.0,MEDIUM,65.0,197.0,0.21642732476840776,53579.0,11.0,3104060.0,2352
489,Sindhnur,Karnataka,TMC,61262.0,934.0,29.0,26.0,HIGH,74.0,106.0,0.3910899078255957,57219.0,13.0,636502.0,2706
490,Udumalaipettai,Tamil Nadu,M,61133.0,914.0,25.0,32.0,LOW,83.0,138.0,0.13430561748769354,55876.0,29.0,4684707.0,2283
491,Malkapur,Maharashtra,MCl,61012.0,890.0,28.0,37.0,LOW,53.0,145.0,0.25191587305555363,54301.0,22.0,4408916.0,2490
492,Vinukonda,Andhra Pradesh,M,59725.0,874.0,28.0,26.0,HIGH,54.0,107.0,0.7649816334233968,52200.0,19.0,237854.0,2445
493,Mandideep,Madhya Pradesh,M,59654.0,923.0,24.0,29.0,MEDIUM,85.0,197.0,0.8018808433890716,55061.0,21.0,421365.0,2213
494,Tiptur,Karnataka,CMC,59543.0,921.0,26.0,27.0,MEDIUM,86.0,176.0,0.31019972021119613,54839.0,19.0,636502.0,2392
495,Gobichettipalayam,Tamil Nadu,M,59523.0,903.0,24.0,34.0,LOW,66.0,109.0,0.7260072058990578,53749.0,26.0,4684707.0,2165
496,Dhone,Andhra Pradesh,M,59272.0,898.0,28.0,38.0,LOW,57.0,133.0,0.7954944650355991,53226.0,29.0,237854.0,2512
497,Sunabeda,Odisha,NAC,58884.0,955.0,25.0,37.0,HIGH,91.0,188.0,0.7375349553856232,56234.0,30.0,66971.0,2385
498,Wani,Maharashtra,MCl,58840.0,874.0,24.0,38.0,MEDIUM,77.0,172.0,0.2647268337252038,51426.0,22.0,4408916.0,2096
499,Upleta,Gujarat,M,58775.0,845.0,29.0,40.0,HIGH,72.0,123.0,0.8747306936151872,49665.0,30.0,284973.0,2448
500,Narasapuram,Andhra Pradesh,M,58770.0,920.0,23.0,35.0,MEDIUM,52.0,159.0,0.7562970911469483,54068.0,14.0,237854.0,2114
501,Nuzvid,Andhra Pradesh,M,58590.0,926.0,24.0,35.0,HIGH,73.0,194.0,0.10870258108293163,54254.0,24.0,237854.0,2220
502,Tezpur,Assam,MB,58559.0,901.0,25.0,8.0,MEDIUM,94.0,159.0,0.022317482171693048,52762.0,10.0,24720.0,2250
503,Una,Gujarat,M,58528.0,863.0,24.0,36.0,HIGH,93.0,162.0,0.9585294421690641,50510.0,10.0,284973.0,2069
504,Markapur,Andhra Pradesh,M,58462.0,907.0,25.0,27.0,HIGH,96.0,125.0,0.2800875791762545,53025.0,14.0,237854.0,2265
505,Sheopur,Madhya Pradesh,UA,58342.0,922.0,24.0,31.0,LOW,57.0,165.0,0.5753623575225442,53791.0,26.0,421365.0,2211
506,Thiruvarur,Tamil Nadu,M,58301.0,901.0,24.0,29.0,LOW,83.0,116.0,0.09842301241959861,52529.0,19.0,4684707.0,4816
507,Sidhpur,Gujarat,UA,58194.0,847.0,23.0,40.0,HIGH,89.0,188.0,0.0835198290185859,49290.0,21.0,284973.0,1946
508,Sahaswan,Uttar Pradesh,MB,58184.0,884.0,27.0,27.0,MEDIUM,64.0,174.0,0.4067746496458754,51435.0,10.0,3104060.0,2384
509,Suratgarh,Rajasthan,M,58119.0,859.0,23.0,37.0,LOW,59.0,144.0,0.10581063784208022,49924.0,12.0,1475311.0,1974
510,Shajapur,Madhya Pradesh,UA,57818.0,924.0,29.0,28.0,LOW,74.0,126.0,0.6174647539854026,53424.0,20.0,421365.0,2677
511,Rayagada,Odisha,M,57759.0,961.0,23.0,34.0,HIGH,64.0,148.0,0.6468968022582289,55506.0,12.0,66971.0,2208
512,Lonavla,Maharashtra,MCl,57698.0,887.0,28.0,40.0,MEDIUM,65.0,134.0,0.7340805106325629,51178.0,26.0,4408916.0,2481
513,Ponnur,Andhra Pradesh,M,57640.0,918.0,28.0,25.0,MEDIUM,99.0,114.0,0.5490310315783796,52914.0,22.0,237854.0,2568
514,Kagaznagar,Telangana,M,57583.0,923.0,29.0,28.0,HIGH,85.0,128.0,0.7463326829352913,53149.0,30.0,126078.0,2674
515,Bhatapara,Chhattisgarh,M,57537.0,956.0,23.0,32.0,MEDIUM,68.0,186.0,0.9559740524598782,55005.0,16.0,6394.0,2197
516,Kandukur,Andhra Pradesh,M,57246.0,891.0,26.0,28.0,MEDIUM,82.0,161.0,0.037570063178549384,51006.0,24.0,237854.0,2314
517,Sangareddy,Telangana,M,57113.0,932.0,24.0,30.0,MEDIUM,53.0,110.0,0.9446227392995867,53229.0,20.0,126078.0,4023
518,Unjha,Gujarat,M,57108.0,871.0,29.0,29.0,HIGH,70.0,135.0,0.6860890811505844,49741.0,26.0,284973.0,2523
519,Lunglei,Mizoram,NT,57011.0,969.0,25.0,8.0,HIGH,74.0,171.0,0.690956595835591,55244.0,21.0,798.0,2420
520,Karimganj,Assam,MB,56854.0,900.0,23.0,11.0,MEDIUM,72.0,127.0,0.7617937989945784,51169.0,11.0,24720.0,2068
521,Kannur,Kerala,M,56823.0,974.0,29.0,28.0,LOW,93.0,124.0,0.6765378622925294,55346.0,30.0,977479.0,2822
522,Bobbili,Andhra Pradesh,M,56819.0,894.0,23.0,34.0,HIGH,81.0,107.0,0.27130671963608655,50796.0,29.0,237854.0,2054
523,Mokameh,Bihar,M,56615.0,924.0,23.0,25.0,HIGH,55.0,185.0,0.3583168259862667,52312.0,18.0,923737.0,2123
524,Talegaon Dabhade,Maharashtra,MCl,56435.0,872.0,25.0,27.0,LOW,85.0,152.0,0.6727464153467847,49211.0,16.0,4408916.0,2178
525,Anjangaon,Maharashtra,MCl,56380.0,881.0,26.0,31.0,LOW,68.0,142.0,0.47535527748215156,49671.0,22.0,4408916.0,2288
526,Mangrol,Gujarat,UA,56320.0,864.0,25.0,39.0,MEDIUM,95.0,116.0,0.15031884043309773,48660.0,19.0,284973.0,2158
527,Sunam,Punjab,UA,56251.0,886.0,28.0,27.0,MEDIUM,90.0,168.0,0.009818440014390473,49838.0,21.0,242367.0,2478
528,Gangarampur,West Bengal,M,56175.0,955.0,29.0,32.0,LOW,98.0,118.0,0.9683416668416451,53647.0,28.0,1489500.0,2767
529,Thiruvallur,Tamil Nadu,M,56074.0,913.0,24.0,39.0,MEDIUM,59.0,174.0,0.6442000389057605,51196.0,26.0,4684707.0,27416
530,Pithoragarh,Uttarakhand,NPP,56044.0,851.0,28.0,13.0,HIGH,98.0,159.0,0.6150712459947417,47693.0,20.0,105882.0,528
531,Rath,Uttar Pradesh,MB,55950.0,873.0,23.0,26.0,LOW,76.0,127.0,0.5177147750312389,48844.0,25.0,3104060.0,2006
532,Jatani,Odisha,M,55925.0,939.0,25.0,38.0,MEDIUM,90.0,149.0,0.6771102797624621,52514.0,20.0,66971.0,2345
533,Bellampalle,Telangana,M,55841.0,928.0,25.0,30.0,HIGH,65.0,186.0,0.6820229236976305,51820.0,21.0,126078.0,2318
534,Viramgam,Gujarat,M,55821.0,845.0,28.0,27.0,HIGH,98.0,101.0,0.8667821714936723,47169.0,26.0,284973.0,2364
535,Rajsamand,Rajasthan,M,55687.0,870.0,27.0,30.0,LOW,92.0,199.0,0.5076904250523937,48448.0,22.0,1475311.0,2347
536,Yanam,Puducherry,M,55626.0,1023.0,23.0,40.0,LOW,89.0,133.0,0.8928086201323756,56905.398,42.0,106153.0,2351
537,Kottayam,Kerala,M,55374.0,965.0,29.0,37.0,HIGH,53.0,184.0,0.33750572716709737,53436.0,24.0,977479.0,2796
538,Panruti,Tamil Nadu,M,55346.0,916.0,29.0,40.0,HIGH,71.0,181.0,0.5144050262311449,50697.0,18.0,4684707.0,2654
539,Dhuri,Punjab,MCl,55225.0,880.0,25.0,31.0,LOW,76.0,172.0,0.8480006022932189,48598.0,28.0,242367.0,2198
540,Challakere,Karnataka,CMC,55194.0,939.0,24.0,32.0,MEDIUM,71.0,198.0,0.25525858030279436,51827.0,13.0,636502.0,2252
